"","Cl_mat","cl_id","cl_id.1","cl_id.2","cl_id.3","cl_id.4","cl_id.5","cl_id.6","cl_id.7"
"V123",6,6,5,5,4,4,4,2,1
"V124",10,9,8,7,6,5,3,3,2
"V125",6,6,5,5,4,4,4,2,1
"V126",3,3,1,1,1,1,1,1,1
"V127",1,1,1,1,1,1,1,1,1
"V128",10,9,8,7,6,5,3,3,2
"V129",4,4,3,3,3,3,3,3,2
"V130",2,2,2,2,2,2,2,2,1
"V131",2,2,2,2,2,2,2,2,1
"V132",2,2,2,2,2,2,2,2,1
"V133",6,6,5,5,4,4,4,2,1
"V134",4,4,3,3,3,3,3,3,2
"V135",5,5,4,4,2,2,2,2,1
"V136",5,5,4,4,2,2,2,2,1
"V137",5,5,4,4,2,2,2,2,1
"V138",9,8,7,5,4,4,4,2,1
"V139",5,5,4,4,2,2,2,2,1
"V140",10,9,8,7,6,5,3,3,2
"V141",10,9,8,7,6,5,3,3,2
"V142",4,4,3,3,3,3,3,3,2
"V143",8,1,1,1,1,1,1,1,1
"V144",5,5,4,4,2,2,2,2,1
"V145",6,6,5,5,4,4,4,2,1
"V146",4,4,3,3,3,3,3,3,2
"V147",4,4,3,3,3,3,3,3,2
"V148",5,5,4,4,2,2,2,2,1
"V149",10,9,8,7,6,5,3,3,2
"V150",10,9,8,7,6,5,3,3,2
"V151",9,8,7,5,4,4,4,2,1
"V152",10,9,8,7,6,5,3,3,2
"V153",4,4,3,3,3,3,3,3,2
"V154",2,2,2,2,2,2,2,2,1
"V155",4,4,3,3,3,3,3,3,2
"V156",7,7,6,6,5,1,1,1,1
"V157",4,4,3,3,3,3,3,3,2
"V158",9,8,7,5,4,4,4,2,1
"V159",2,2,2,2,2,2,2,2,1
"V160",9,8,7,5,4,4,4,2,1
"V161",8,1,1,1,1,1,1,1,1
"V162",2,2,2,2,2,2,2,2,1
"V163",2,2,2,2,2,2,2,2,1
"V164",9,8,7,5,4,4,4,2,1
"V165",10,9,8,7,6,5,3,3,2
"V166",6,6,5,5,4,4,4,2,1
"V167",7,7,6,6,5,1,1,1,1
"V168",10,9,8,7,6,5,3,3,2
"V169",7,7,6,6,5,1,1,1,1
"V170",9,8,7,5,4,4,4,2,1
"V171",4,4,3,3,3,3,3,3,2
"V172",6,6,5,5,4,4,4,2,1
"V173",2,2,2,2,2,2,2,2,1
"V174",6,6,5,5,4,4,4,2,1
"V175",7,7,6,6,5,1,1,1,1
"V176",6,6,5,5,4,4,4,2,1
"V177",10,9,8,7,6,5,3,3,2
"V178",10,9,8,7,6,5,3,3,2
"V179",10,9,8,7,6,5,3,3,2
"V180",2,2,2,2,2,2,2,2,1
"V181",5,5,4,4,2,2,2,2,1
"V182",10,9,8,7,6,5,3,3,2
"V183",8,1,1,1,1,1,1,1,1
"V184",10,9,8,7,6,5,3,3,2
"V185",10,9,8,7,6,5,3,3,2
"V186",6,6,5,5,4,4,4,2,1
"V187",7,7,6,6,5,1,1,1,1
"V188",10,9,8,7,6,5,3,3,2
"V189",2,2,2,2,2,2,2,2,1
"V190",10,9,8,7,6,5,3,3,2
"V191",6,6,5,5,4,4,4,2,1
"V192",4,4,3,3,3,3,3,3,2
"V193",6,6,5,5,4,4,4,2,1
"V194",6,6,5,5,4,4,4,2,1
"V195",8,1,1,1,1,1,1,1,1
"V196",4,4,3,3,3,3,3,3,2
"V197",10,9,8,7,6,5,3,3,2
"V198",3,3,1,1,1,1,1,1,1
"V199",10,9,8,7,6,5,3,3,2
"V200",4,4,3,3,3,3,3,3,2
"V201",7,7,6,6,5,1,1,1,1
"V202",4,4,3,3,3,3,3,3,2
"V203",5,5,4,4,2,2,2,2,1
"V204",9,8,7,5,4,4,4,2,1
"V205",4,4,3,3,3,3,3,3,2
"V206",2,2,2,2,2,2,2,2,1
"V207",7,7,6,6,5,1,1,1,1
"V208",10,9,8,7,6,5,3,3,2
"V209",10,9,8,7,6,5,3,3,2
"V210",10,9,8,7,6,5,3,3,2
"V211",4,4,3,3,3,3,3,3,2
"V212",10,9,8,7,6,5,3,3,2
"V213",10,9,8,7,6,5,3,3,2
"V214",5,5,4,4,2,2,2,2,1
"V215",10,9,8,7,6,5,3,3,2
"V216",10,9,8,7,6,5,3,3,2
"V217",4,4,3,3,3,3,3,3,2
"V218",10,9,8,7,6,5,3,3,2
"V219",10,9,8,7,6,5,3,3,2
"V220",5,5,4,4,2,2,2,2,1
"V221",3,3,1,1,1,1,1,1,1
"V222",4,4,3,3,3,3,3,3,2
"V223",4,4,3,3,3,3,3,3,2
"V224",2,2,2,2,2,2,2,2,1
"V225",10,9,8,7,6,5,3,3,2
"V226",7,7,6,6,5,1,1,1,1
"V227",10,9,8,7,6,5,3,3,2
"V228",10,9,8,7,6,5,3,3,2
"V229",1,1,1,1,1,1,1,1,1
"V230",8,1,1,1,1,1,1,1,1
"V231",4,4,3,3,3,3,3,3,2
"V232",4,4,3,3,3,3,3,3,2
"V233",6,6,5,5,4,4,4,2,1
"V234",10,9,8,7,6,5,3,3,2
"V235",6,6,5,5,4,4,4,2,1
"V236",4,4,3,3,3,3,3,3,2
"V237",9,8,7,5,4,4,4,2,1
"V238",10,9,8,7,6,5,3,3,2
"V239",7,7,6,6,5,1,1,1,1
"V240",10,9,8,7,6,5,3,3,2
"V241",7,7,6,6,5,1,1,1,1
"V242",10,9,8,7,6,5,3,3,2
"V243",10,9,8,7,6,5,3,3,2
"V244",5,5,4,4,2,2,2,2,1
"V245",4,4,3,3,3,3,3,3,2
"V246",6,6,5,5,4,4,4,2,1
"V247",4,4,3,3,3,3,3,3,2
"V248",4,4,3,3,3,3,3,3,2
"V249",10,9,8,7,6,5,3,3,2
"V250",4,4,3,3,3,3,3,3,2
"V251",10,9,8,7,6,5,3,3,2
"V252",10,9,8,7,6,5,3,3,2
"V253",7,7,6,6,5,1,1,1,1
"V254",9,8,7,5,4,4,4,2,1
"V255",4,4,3,3,3,3,3,3,2
"V256",2,2,2,2,2,2,2,2,1
"V257",5,5,4,4,2,2,2,2,1
"V258",4,4,3,3,3,3,3,3,2
"V259",4,4,3,3,3,3,3,3,2
"V260",4,4,3,3,3,3,3,3,2
"V261",10,9,8,7,6,5,3,3,2
"V262",4,4,3,3,3,3,3,3,2
"V263",10,9,8,7,6,5,3,3,2
"V264",10,9,8,7,6,5,3,3,2
"V265",3,3,1,1,1,1,1,1,1
"V266",2,2,2,2,2,2,2,2,1
"V267",10,9,8,7,6,5,3,3,2
"V268",6,6,5,5,4,4,4,2,1
"V269",7,7,6,6,5,1,1,1,1
"V270",10,9,8,7,6,5,3,3,2
"V271",6,6,5,5,4,4,4,2,1
"V272",4,4,3,3,3,3,3,3,2
"V273",3,3,1,1,1,1,1,1,1
"V274",10,9,8,7,6,5,3,3,2
"V275",9,8,7,5,4,4,4,2,1
"V276",10,9,8,7,6,5,3,3,2
"V277",2,2,2,2,2,2,2,2,1
"V278",4,4,3,3,3,3,3,3,2
"V279",10,9,8,7,6,5,3,3,2
"V280",1,1,1,1,1,1,1,1,1
"V281",7,7,6,6,5,1,1,1,1
"V282",4,4,3,3,3,3,3,3,2
"V283",7,7,6,6,5,1,1,1,1
"V284",10,9,8,7,6,5,3,3,2
"V285",10,9,8,7,6,5,3,3,2
"V286",9,8,7,5,4,4,4,2,1
"V287",8,1,1,1,1,1,1,1,1
"V288",9,8,7,5,4,4,4,2,1
"V289",9,8,7,5,4,4,4,2,1
"V290",7,7,6,6,5,1,1,1,1
"V291",5,5,4,4,2,2,2,2,1
"V292",3,3,1,1,1,1,1,1,1
"V293",5,5,4,4,2,2,2,2,1
"V294",2,2,2,2,2,2,2,2,1
"V295",5,5,4,4,2,2,2,2,1
"V296",10,9,8,7,6,5,3,3,2
"V297",3,3,1,1,1,1,1,1,1
"V298",2,2,2,2,2,2,2,2,1
"V299",10,9,8,7,6,5,3,3,2
"V300",10,9,8,7,6,5,3,3,2
"V301",9,8,7,5,4,4,4,2,1
"V302",5,5,4,4,2,2,2,2,1
"V303",3,3,1,1,1,1,1,1,1
"V304",10,9,8,7,6,5,3,3,2
"V305",7,7,6,6,5,1,1,1,1
"V306",4,4,3,3,3,3,3,3,2
"V307",7,7,6,6,5,1,1,1,1
"V308",6,6,5,5,4,4,4,2,1
"V309",10,9,8,7,6,5,3,3,2
"V310",1,1,1,1,1,1,1,1,1
"V311",7,7,6,6,5,1,1,1,1
"V312",4,4,3,3,3,3,3,3,2
"V313",10,9,8,7,6,5,3,3,2
"V314",2,2,2,2,2,2,2,2,1
"V315",6,6,5,5,4,4,4,2,1
"V316",3,3,1,1,1,1,1,1,1
"V317",7,7,6,6,5,1,1,1,1
"V318",2,2,2,2,2,2,2,2,1
"V319",9,8,7,5,4,4,4,2,1
"V320",10,9,8,7,6,5,3,3,2
"V321",2,2,2,2,2,2,2,2,1
"V322",2,2,2,2,2,2,2,2,1
"V323",10,9,8,7,6,5,3,3,2
"V324",7,7,6,6,5,1,1,1,1
"V325",9,8,7,5,4,4,4,2,1
"V326",7,7,6,6,5,1,1,1,1
"V327",3,3,1,1,1,1,1,1,1
"V328",6,6,5,5,4,4,4,2,1
"V329",10,9,8,7,6,5,3,3,2
"V330",7,7,6,6,5,1,1,1,1
"V331",9,8,7,5,4,4,4,2,1
"V332",2,2,2,2,2,2,2,2,1
"V333",4,4,3,3,3,3,3,3,2
"V334",4,4,3,3,3,3,3,3,2
"V335",10,9,8,7,6,5,3,3,2
"V336",1,1,1,1,1,1,1,1,1
"V337",2,2,2,2,2,2,2,2,1
"V338",6,6,5,5,4,4,4,2,1
"V339",7,7,6,6,5,1,1,1,1
"V340",5,5,4,4,2,2,2,2,1
"V341",7,7,6,6,5,1,1,1,1
"V342",2,2,2,2,2,2,2,2,1
"V343",10,9,8,7,6,5,3,3,2
"V344",2,2,2,2,2,2,2,2,1
"V345",3,3,1,1,1,1,1,1,1
"V346",4,4,3,3,3,3,3,3,2
"V347",7,7,6,6,5,1,1,1,1
"V348",4,4,3,3,3,3,3,3,2
"V349",2,2,2,2,2,2,2,2,1
"V350",10,9,8,7,6,5,3,3,2
"V351",9,8,7,5,4,4,4,2,1
"V352",6,6,5,5,4,4,4,2,1
"V353",9,8,7,5,4,4,4,2,1
"V354",1,1,1,1,1,1,1,1,1
"V355",10,9,8,7,6,5,3,3,2
"V356",2,2,2,2,2,2,2,2,1
"V357",4,4,3,3,3,3,3,3,2
"V358",10,9,8,7,6,5,3,3,2
"V359",4,4,3,3,3,3,3,3,2
"V360",5,5,4,4,2,2,2,2,1
"V361",7,7,6,6,5,1,1,1,1
"V362",7,7,6,6,5,1,1,1,1
"V363",7,7,6,6,5,1,1,1,1
"V364",4,4,3,3,3,3,3,3,2
"V365",10,9,8,7,6,5,3,3,2
"V366",9,8,7,5,4,4,4,2,1
"V367",4,4,3,3,3,3,3,3,2
"V368",5,5,4,4,2,2,2,2,1
"V369",4,4,3,3,3,3,3,3,2
"V370",6,6,5,5,4,4,4,2,1
"V371",10,9,8,7,6,5,3,3,2
"V372",6,6,5,5,4,4,4,2,1
"V373",10,9,8,7,6,5,3,3,2
"V374",2,2,2,2,2,2,2,2,1
"V375",2,2,2,2,2,2,2,2,1
"V376",4,4,3,3,3,3,3,3,2
"V377",10,9,8,7,6,5,3,3,2
"V378",10,9,8,7,6,5,3,3,2
"V379",7,7,6,6,5,1,1,1,1
"V380",2,2,2,2,2,2,2,2,1
"V381",3,3,1,1,1,1,1,1,1
"V382",10,9,8,7,6,5,3,3,2
"V383",7,7,6,6,5,1,1,1,1
"V384",10,9,8,7,6,5,3,3,2
"V385",6,6,5,5,4,4,4,2,1
"V386",10,9,8,7,6,5,3,3,2
"V387",9,8,7,5,4,4,4,2,1
"V388",4,4,3,3,3,3,3,3,2
"V389",10,9,8,7,6,5,3,3,2
"V390",2,2,2,2,2,2,2,2,1
"V391",10,9,8,7,6,5,3,3,2
"V392",2,2,2,2,2,2,2,2,1
"V393",10,9,8,7,6,5,3,3,2
"V394",1,1,1,1,1,1,1,1,1
"V395",1,1,1,1,1,1,1,1,1
"V396",10,9,8,7,6,5,3,3,2
"V397",9,8,7,5,4,4,4,2,1
"V398",10,9,8,7,6,5,3,3,2
"V399",3,3,1,1,1,1,1,1,1
"V400",5,5,4,4,2,2,2,2,1
"V401",7,7,6,6,5,1,1,1,1
"V402",6,6,5,5,4,4,4,2,1
"V403",9,8,7,5,4,4,4,2,1
"V404",10,9,8,7,6,5,3,3,2
"V405",4,4,3,3,3,3,3,3,2
"V406",2,2,2,2,2,2,2,2,1
"V407",6,6,5,5,4,4,4,2,1
"V408",7,7,6,6,5,1,1,1,1
"V409",9,8,7,5,4,4,4,2,1
"V410",4,4,3,3,3,3,3,3,2
"V411",9,8,7,5,4,4,4,2,1
"V412",4,4,3,3,3,3,3,3,2
"V413",5,5,4,4,2,2,2,2,1
"V414",2,2,2,2,2,2,2,2,1
"V415",7,7,6,6,5,1,1,1,1
"V416",7,7,6,6,5,1,1,1,1
"V417",7,7,6,6,5,1,1,1,1
"V418",10,9,8,7,6,5,3,3,2
"V419",4,4,3,3,3,3,3,3,2
"V420",2,2,2,2,2,2,2,2,1
"V421",10,9,8,7,6,5,3,3,2
"V422",2,2,2,2,2,2,2,2,1
"V423",2,2,2,2,2,2,2,2,1
"V424",10,9,8,7,6,5,3,3,2
"V425",6,6,5,5,4,4,4,2,1
"V426",6,6,5,5,4,4,4,2,1
"V427",4,4,3,3,3,3,3,3,2
"V428",10,9,8,7,6,5,3,3,2
"V429",2,2,2,2,2,2,2,2,1
"V430",4,4,3,3,3,3,3,3,2
"V431",10,9,8,7,6,5,3,3,2
"V432",1,1,1,1,1,1,1,1,1
"V433",5,5,4,4,2,2,2,2,1
"V434",10,9,8,7,6,5,3,3,2
"V435",4,4,3,3,3,3,3,3,2
"V436",7,7,6,6,5,1,1,1,1
"V437",10,9,8,7,6,5,3,3,2
"V438",7,7,6,6,5,1,1,1,1
"V439",10,9,8,7,6,5,3,3,2
"V440",10,9,8,7,6,5,3,3,2
"V441",4,4,3,3,3,3,3,3,2
"V442",4,4,3,3,3,3,3,3,2
"V443",8,1,1,1,1,1,1,1,1
"V444",10,9,8,7,6,5,3,3,2
"V445",4,4,3,3,3,3,3,3,2
"V446",6,6,5,5,4,4,4,2,1
"V447",6,6,5,5,4,4,4,2,1
"V448",2,2,2,2,2,2,2,2,1
"V449",6,6,5,5,4,4,4,2,1
"V450",6,6,5,5,4,4,4,2,1
"V451",3,3,1,1,1,1,1,1,1
"V452",10,9,8,7,6,5,3,3,2
"V453",10,9,8,7,6,5,3,3,2
"V454",2,2,2,2,2,2,2,2,1
"V455",10,9,8,7,6,5,3,3,2
"V456",5,5,4,4,2,2,2,2,1
"V457",9,8,7,5,4,4,4,2,1
"V458",9,8,7,5,4,4,4,2,1
"V459",6,6,5,5,4,4,4,2,1
"V460",10,9,8,7,6,5,3,3,2
"V461",4,4,3,3,3,3,3,3,2
"V462",2,2,2,2,2,2,2,2,1
"V463",4,4,3,3,3,3,3,3,2
"V464",2,2,2,2,2,2,2,2,1
"V465",6,6,5,5,4,4,4,2,1
"V466",3,3,1,1,1,1,1,1,1
"V467",10,9,8,7,6,5,3,3,2
"V468",2,2,2,2,2,2,2,2,1
"V469",4,4,3,3,3,3,3,3,2
"V470",2,2,2,2,2,2,2,2,1
"V471",10,9,8,7,6,5,3,3,2
"V472",2,2,2,2,2,2,2,2,1
"V473",3,3,1,1,1,1,1,1,1
"V474",10,9,8,7,6,5,3,3,2
"V475",10,9,8,7,6,5,3,3,2
"V476",4,4,3,3,3,3,3,3,2
"V477",10,9,8,7,6,5,3,3,2
"V478",10,9,8,7,6,5,3,3,2
"V479",1,1,1,1,1,1,1,1,1
"V480",7,7,6,6,5,1,1,1,1
"V481",10,9,8,7,6,5,3,3,2
"V482",4,4,3,3,3,3,3,3,2
"V483",4,4,3,3,3,3,3,3,2
"V484",4,4,3,3,3,3,3,3,2
"V485",4,4,3,3,3,3,3,3,2
"V486",5,5,4,4,2,2,2,2,1
"V487",5,5,4,4,2,2,2,2,1
"V488",10,9,8,7,6,5,3,3,2
"V489",2,2,2,2,2,2,2,2,1
"V490",10,9,8,7,6,5,3,3,2
"V491",4,4,3,3,3,3,3,3,2
"V492",4,4,3,3,3,3,3,3,2
"V493",6,6,5,5,4,4,4,2,1
"V494",2,2,2,2,2,2,2,2,1
"V495",4,4,3,3,3,3,3,3,2
"V496",3,3,1,1,1,1,1,1,1
"V497",4,4,3,3,3,3,3,3,2
"V498",2,2,2,2,2,2,2,2,1
"V499",4,4,3,3,3,3,3,3,2
"V500",2,2,2,2,2,2,2,2,1
"V501",9,8,7,5,4,4,4,2,1
"V502",9,8,7,5,4,4,4,2,1
"V503",10,9,8,7,6,5,3,3,2
"V504",4,4,3,3,3,3,3,3,2
"V505",5,5,4,4,2,2,2,2,1
"V506",6,6,5,5,4,4,4,2,1
"V507",6,6,5,5,4,4,4,2,1
"V508",10,9,8,7,6,5,3,3,2
"V509",2,2,2,2,2,2,2,2,1
"V510",5,5,4,4,2,2,2,2,1
"V511",9,8,7,5,4,4,4,2,1
"V512",10,9,8,7,6,5,3,3,2
"V513",5,5,4,4,2,2,2,2,1
"V514",3,3,1,1,1,1,1,1,1
"V515",3,3,1,1,1,1,1,1,1
"V516",5,5,4,4,2,2,2,2,1
"V517",2,2,2,2,2,2,2,2,1
"V518",3,3,1,1,1,1,1,1,1
"V519",5,5,4,4,2,2,2,2,1
"V520",7,7,6,6,5,1,1,1,1
"V521",3,3,1,1,1,1,1,1,1
"V522",9,8,7,5,4,4,4,2,1
"V523",2,2,2,2,2,2,2,2,1
"V524",9,8,7,5,4,4,4,2,1
"V525",4,4,3,3,3,3,3,3,2
"V526",2,2,2,2,2,2,2,2,1
"V527",4,4,3,3,3,3,3,3,2
"V528",9,8,7,5,4,4,4,2,1
"V529",10,9,8,7,6,5,3,3,2
"V530",6,6,5,5,4,4,4,2,1
"V531",2,2,2,2,2,2,2,2,1
"V532",10,9,8,7,6,5,3,3,2
"V533",5,5,4,4,2,2,2,2,1
"V534",8,1,1,1,1,1,1,1,1
"V535",4,4,3,3,3,3,3,3,2
"V536",3,3,1,1,1,1,1,1,1
"V537",4,4,3,3,3,3,3,3,2
"V538",6,6,5,5,4,4,4,2,1
"V539",10,9,8,7,6,5,3,3,2
"V540",10,9,8,7,6,5,3,3,2
"V541",9,8,7,5,4,4,4,2,1
"V542",10,9,8,7,6,5,3,3,2
"V543",10,9,8,7,6,5,3,3,2
"V544",7,7,6,6,5,1,1,1,1
"V545",2,2,2,2,2,2,2,2,1
"V546",7,7,6,6,5,1,1,1,1
"V547",10,9,8,7,6,5,3,3,2
"V548",10,9,8,7,6,5,3,3,2
"V549",5,5,4,4,2,2,2,2,1
"V550",10,9,8,7,6,5,3,3,2
"V551",7,7,6,6,5,1,1,1,1
"V552",9,8,7,5,4,4,4,2,1
"V553",10,9,8,7,6,5,3,3,2
"V554",2,2,2,2,2,2,2,2,1
"V555",2,2,2,2,2,2,2,2,1
"V556",4,4,3,3,3,3,3,3,2
"V557",4,4,3,3,3,3,3,3,2
"V558",8,1,1,1,1,1,1,1,1
"V559",4,4,3,3,3,3,3,3,2
"V560",6,6,5,5,4,4,4,2,1
"V561",10,9,8,7,6,5,3,3,2
"V562",5,5,4,4,2,2,2,2,1
"V563",6,6,5,5,4,4,4,2,1
"V564",10,9,8,7,6,5,3,3,2
"V565",7,7,6,6,5,1,1,1,1
"V566",5,5,4,4,2,2,2,2,1
"V567",3,3,1,1,1,1,1,1,1
"V568",2,2,2,2,2,2,2,2,1
"V569",9,8,7,5,4,4,4,2,1
"V570",2,2,2,2,2,2,2,2,1
"V571",9,8,7,5,4,4,4,2,1
"V572",7,7,6,6,5,1,1,1,1
"V573",7,7,6,6,5,1,1,1,1
"V574",4,4,3,3,3,3,3,3,2
"V575",2,2,2,2,2,2,2,2,1
"V576",6,6,5,5,4,4,4,2,1
"V577",10,9,8,7,6,5,3,3,2
"V578",5,5,4,4,2,2,2,2,1
"V579",6,6,5,5,4,4,4,2,1
"V580",2,2,2,2,2,2,2,2,1
"V581",10,9,8,7,6,5,3,3,2
"V582",9,8,7,5,4,4,4,2,1
"V583",5,5,4,4,2,2,2,2,1
"V584",4,4,3,3,3,3,3,3,2
"V585",9,8,7,5,4,4,4,2,1
"V586",2,2,2,2,2,2,2,2,1
"V587",10,9,8,7,6,5,3,3,2
"V588",5,5,4,4,2,2,2,2,1
"V589",4,4,3,3,3,3,3,3,2
"V590",4,4,3,3,3,3,3,3,2
"V591",6,6,5,5,4,4,4,2,1
"V592",7,7,6,6,5,1,1,1,1
"V593",7,7,6,6,5,1,1,1,1
"V594",9,8,7,5,4,4,4,2,1
"V595",9,8,7,5,4,4,4,2,1
"V596",4,4,3,3,3,3,3,3,2
"V597",4,4,3,3,3,3,3,3,2
"V598",5,5,4,4,2,2,2,2,1
"V599",2,2,2,2,2,2,2,2,1
"V600",4,4,3,3,3,3,3,3,2
"V601",1,1,1,1,1,1,1,1,1
"V602",2,2,2,2,2,2,2,2,1
"V603",9,8,7,5,4,4,4,2,1
"V604",10,9,8,7,6,5,3,3,2
"V605",7,7,6,6,5,1,1,1,1
"V606",3,3,1,1,1,1,1,1,1
"V607",10,9,8,7,6,5,3,3,2
"V608",6,6,5,5,4,4,4,2,1
"V609",10,9,8,7,6,5,3,3,2
"V610",9,8,7,5,4,4,4,2,1
"V611",3,3,1,1,1,1,1,1,1
"V612",4,4,3,3,3,3,3,3,2
"V613",10,9,8,7,6,5,3,3,2
"V614",6,6,5,5,4,4,4,2,1
"V615",4,4,3,3,3,3,3,3,2
"V616",4,4,3,3,3,3,3,3,2
"V617",10,9,8,7,6,5,3,3,2
"V618",9,8,7,5,4,4,4,2,1
"V619",4,4,3,3,3,3,3,3,2
"V620",6,6,5,5,4,4,4,2,1
"V621",10,9,8,7,6,5,3,3,2
"V622",10,9,8,7,6,5,3,3,2
"V623",10,9,8,7,6,5,3,3,2
"V624",2,2,2,2,2,2,2,2,1
"V625",10,9,8,7,6,5,3,3,2
"V626",4,4,3,3,3,3,3,3,2
"V627",10,9,8,7,6,5,3,3,2
"V628",5,5,4,4,2,2,2,2,1
"V629",4,4,3,3,3,3,3,3,2
"V630",9,8,7,5,4,4,4,2,1
