"","Cl_mat","cl_id","cl_id.1","cl_id.2","cl_id.3","cl_id.4","cl_id.5","cl_id.6","cl_id.7"
"V350",5,5,4,4,4,4,4,3,2
"V351",4,4,3,3,3,3,3,3,2
"V352",8,7,6,3,3,3,3,3,2
"V353",9,8,7,6,4,4,4,3,2
"V354",2,2,2,2,2,2,2,2,1
"V355",5,5,4,4,4,4,4,3,2
"V356",1,1,1,1,1,1,1,1,1
"V357",10,9,8,7,6,5,1,1,1
"V358",5,5,4,4,4,4,4,3,2
"V359",10,9,8,7,6,5,1,1,1
"V360",3,3,1,1,1,1,1,1,1
"V361",6,6,5,5,5,2,2,2,1
"V362",6,6,5,5,5,2,2,2,1
"V363",6,6,5,5,5,2,2,2,1
"V364",10,9,8,7,6,5,1,1,1
"V365",9,8,7,6,4,4,4,3,2
"V366",9,8,7,6,4,4,4,3,2
"V367",10,9,8,7,6,5,1,1,1
"V368",3,3,1,1,1,1,1,1,1
"V369",10,9,8,7,6,5,1,1,1
"V370",8,7,6,3,3,3,3,3,2
"V371",9,8,7,6,4,4,4,3,2
"V372",8,7,6,3,3,3,3,3,2
"V373",9,8,7,6,4,4,4,3,2
"V374",1,1,1,1,1,1,1,1,1
"V375",1,1,1,1,1,1,1,1,1
"V376",10,9,8,7,6,5,1,1,1
"V377",9,8,7,6,4,4,4,3,2
"V378",5,5,4,4,4,4,4,3,2
"V379",6,6,5,5,5,2,2,2,1
"V380",1,1,1,1,1,1,1,1,1
"V381",7,2,2,2,2,2,2,2,1
"V382",5,5,4,4,4,4,4,3,2
"V383",6,6,5,5,5,2,2,2,1
"V384",5,5,4,4,4,4,4,3,2
"V385",8,7,6,3,3,3,3,3,2
"V386",9,8,7,6,4,4,4,3,2
"V387",4,4,3,3,3,3,3,3,2
"V388",10,9,8,7,6,5,1,1,1
"V389",9,8,7,6,4,4,4,3,2
"V390",5,5,4,4,4,4,4,3,2
"V391",9,8,7,6,4,4,4,3,2
"V392",1,1,1,1,1,1,1,1,1
"V393",5,5,4,4,4,4,4,3,2
"V394",2,2,2,2,2,2,2,2,1
"V395",2,2,2,2,2,2,2,2,1
"V396",5,5,4,4,4,4,4,3,2
"V397",4,4,3,3,3,3,3,3,2
"V398",9,8,7,6,4,4,4,3,2
"V399",7,2,2,2,2,2,2,2,1
"V400",3,3,1,1,1,1,1,1,1
"V401",6,6,5,5,5,2,2,2,1
"V402",8,7,6,3,3,3,3,3,2
"V403",9,8,7,6,4,4,4,3,2
"V404",9,8,7,6,4,4,4,3,2
"V405",10,9,8,7,6,5,1,1,1
"V406",1,1,1,1,1,1,1,1,1
"V407",8,7,6,3,3,3,3,3,2
"V408",6,6,5,5,5,2,2,2,1
"V409",9,8,7,6,4,4,4,3,2
"V410",10,9,8,7,6,5,1,1,1
"V411",4,4,3,3,3,3,3,3,2
"V412",10,9,8,7,6,5,1,1,1
"V413",3,3,1,1,1,1,1,1,1
"V414",5,5,4,4,4,4,4,3,2
"V415",6,6,5,5,5,2,2,2,1
"V416",6,6,5,5,5,2,2,2,1
"V417",6,6,5,5,5,2,2,2,1
"V418",5,5,4,4,4,4,4,3,2
"V419",10,9,8,7,6,5,1,1,1
"V420",1,1,1,1,1,1,1,1,1
"V421",9,8,7,6,4,4,4,3,2
"V422",1,1,1,1,1,1,1,1,1
"V423",1,1,1,1,1,1,1,1,1
"V424",5,5,4,4,4,4,4,3,2
"V425",8,7,6,3,3,3,3,3,2
"V426",8,7,6,3,3,3,3,3,2
"V427",10,9,8,7,6,5,1,1,1
"V428",5,5,4,4,4,4,4,3,2
"V429",1,1,1,1,1,1,1,1,1
"V430",10,9,8,7,6,5,1,1,1
"V431",9,8,7,6,4,4,4,3,2
"V432",2,2,2,2,2,2,2,2,1
"V433",3,3,1,1,1,1,1,1,1
"V434",9,8,7,6,4,4,4,3,2
"V435",10,9,8,7,6,5,1,1,1
"V436",6,6,5,5,5,2,2,2,1
"V437",9,8,7,6,4,4,4,3,2
"V438",6,6,5,5,5,2,2,2,1
"V439",9,8,7,6,4,4,4,3,2
"V440",5,5,4,4,4,4,4,3,2
"V441",10,9,8,7,6,5,1,1,1
"V442",10,9,8,7,6,5,1,1,1
"V443",2,2,2,2,2,2,2,2,1
"V444",9,8,7,6,4,4,4,3,2
"V445",10,9,8,7,6,5,1,1,1
"V446",8,7,6,3,3,3,3,3,2
"V447",8,7,6,3,3,3,3,3,2
"V448",4,4,3,3,3,3,3,3,2
"V449",8,7,6,3,3,3,3,3,2
"V450",8,7,6,3,3,3,3,3,2
"V451",7,2,2,2,2,2,2,2,1
"V452",9,8,7,6,4,4,4,3,2
"V453",5,5,4,4,4,4,4,3,2
"V454",1,1,1,1,1,1,1,1,1
"V455",10,9,8,7,6,5,1,1,1
"V456",3,3,1,1,1,1,1,1,1
"V457",9,8,7,6,4,4,4,3,2
"V458",4,4,3,3,3,3,3,3,2
"V459",8,7,6,3,3,3,3,3,2
"V460",9,8,7,6,4,4,4,3,2
"V461",10,9,8,7,6,5,1,1,1
"V462",1,1,1,1,1,1,1,1,1
"V463",10,9,8,7,6,5,1,1,1
"V464",4,4,3,3,3,3,3,3,2
"V465",8,7,6,3,3,3,3,3,2
"V466",7,2,2,2,2,2,2,2,1
"V467",9,8,7,6,4,4,4,3,2
"V468",1,1,1,1,1,1,1,1,1
"V469",10,9,8,7,6,5,1,1,1
"V470",1,1,1,1,1,1,1,1,1
"V471",9,8,7,6,4,4,4,3,2
"V472",1,1,1,1,1,1,1,1,1
"V473",7,2,2,2,2,2,2,2,1
"V474",5,5,4,4,4,4,4,3,2
"V475",5,5,4,4,4,4,4,3,2
"V476",10,9,8,7,6,5,1,1,1
"V477",9,8,7,6,4,4,4,3,2
"V478",5,5,4,4,4,4,4,3,2
"V479",2,2,2,2,2,2,2,2,1
"V480",6,6,5,5,5,2,2,2,1
"V481",9,8,7,6,4,4,4,3,2
"V482",10,9,8,7,6,5,1,1,1
"V483",10,9,8,7,6,5,1,1,1
"V484",10,9,8,7,6,5,1,1,1
"V485",10,9,8,7,6,5,1,1,1
"V486",1,1,1,1,1,1,1,1,1
"V487",1,1,1,1,1,1,1,1,1
"V488",5,5,4,4,4,4,4,3,2
"V489",4,4,3,3,3,3,3,3,2
"V490",9,8,7,6,4,4,4,3,2
"V491",10,9,8,7,6,5,1,1,1
"V492",10,9,8,7,6,5,1,1,1
"V493",8,7,6,3,3,3,3,3,2
"V494",1,1,1,1,1,1,1,1,1
"V495",10,9,8,7,6,5,1,1,1
"V496",7,2,2,2,2,2,2,2,1
"V497",10,9,8,7,6,5,1,1,1
"V498",1,1,1,1,1,1,1,1,1
"V499",10,9,8,7,6,5,1,1,1
"V500",5,5,4,4,4,4,4,3,2
"V501",4,4,3,3,3,3,3,3,2
"V502",4,4,3,3,3,3,3,3,2
"V503",5,5,4,4,4,4,4,3,2
"V504",10,9,8,7,6,5,1,1,1
"V505",3,3,1,1,1,1,1,1,1
"V506",8,7,6,3,3,3,3,3,2
"V507",8,7,6,3,3,3,3,3,2
"V508",5,5,4,4,4,4,4,3,2
"V509",4,4,3,3,3,3,3,3,2
"V510",3,3,1,1,1,1,1,1,1
"V511",9,8,7,6,4,4,4,3,2
"V512",5,5,4,4,4,4,4,3,2
"V513",3,3,1,1,1,1,1,1,1
"V514",7,2,2,2,2,2,2,2,1
"V515",7,2,2,2,2,2,2,2,1
"V516",3,3,1,1,1,1,1,1,1
"V517",4,4,3,3,3,3,3,3,2
"V518",7,2,2,2,2,2,2,2,1
"V519",3,3,1,1,1,1,1,1,1
"V520",6,6,5,5,5,2,2,2,1
"V521",7,2,2,2,2,2,2,2,1
"V522",9,8,7,6,4,4,4,3,2
"V523",4,4,3,3,3,3,3,3,2
"V524",9,8,7,6,4,4,4,3,2
"V525",10,9,8,7,6,5,1,1,1
"V526",4,4,3,3,3,3,3,3,2
"V527",10,9,8,7,6,5,1,1,1
"V528",9,8,7,6,4,4,4,3,2
"V529",9,8,7,6,4,4,4,3,2
"V530",8,7,6,3,3,3,3,3,2
"V531",1,1,1,1,1,1,1,1,1
"V532",9,8,7,6,4,4,4,3,2
"V533",3,3,1,1,1,1,1,1,1
"V534",2,2,2,2,2,2,2,2,1
"V535",10,9,8,7,6,5,1,1,1
"V536",7,2,2,2,2,2,2,2,1
"V537",10,9,8,7,6,5,1,1,1
"V538",8,7,6,3,3,3,3,3,2
"V539",5,5,4,4,4,4,4,3,2
"V540",9,8,7,6,4,4,4,3,2
"V541",4,4,3,3,3,3,3,3,2
"V542",9,8,7,6,4,4,4,3,2
"V543",1,1,1,1,1,1,1,1,1
"V544",6,6,5,5,5,2,2,2,1
"V545",4,4,3,3,3,3,3,3,2
"V546",6,6,5,5,5,2,2,2,1
"V547",5,5,4,4,4,4,4,3,2
"V548",5,5,4,4,4,4,4,3,2
"V549",3,3,1,1,1,1,1,1,1
"V550",9,8,7,6,4,4,4,3,2
"V551",6,6,5,5,5,2,2,2,1
"V552",4,4,3,3,3,3,3,3,2
"V553",5,5,4,4,4,4,4,3,2
"V554",1,1,1,1,1,1,1,1,1
"V555",1,1,1,1,1,1,1,1,1
"V556",10,9,8,7,6,5,1,1,1
"V557",10,9,8,7,6,5,1,1,1
"V558",7,2,2,2,2,2,2,2,1
"V559",10,9,8,7,6,5,1,1,1
"V560",4,4,3,3,3,3,3,3,2
"V561",10,9,8,7,6,5,1,1,1
"V562",3,3,1,1,1,1,1,1,1
"V563",8,7,6,3,3,3,3,3,2
"V564",5,5,4,4,4,4,4,3,2
"V565",6,6,5,5,5,2,2,2,1
"V566",3,3,1,1,1,1,1,1,1
"V567",7,2,2,2,2,2,2,2,1
"V568",5,5,4,4,4,4,4,3,2
"V569",4,4,3,3,3,3,3,3,2
"V570",1,1,1,1,1,1,1,1,1
"V571",9,8,7,6,4,4,4,3,2
"V572",6,6,5,5,5,2,2,2,1
"V573",6,6,5,5,5,2,2,2,1
"V574",10,9,8,7,6,5,1,1,1
"V575",1,1,1,1,1,1,1,1,1
"V576",8,7,6,3,3,3,3,3,2
"V577",5,5,4,4,4,4,4,3,2
"V578",3,3,1,1,1,1,1,1,1
"V579",8,7,6,3,3,3,3,3,2
"V580",4,4,3,3,3,3,3,3,2
"V581",9,8,7,6,4,4,4,3,2
"V582",4,4,3,3,3,3,3,3,2
"V583",1,1,1,1,1,1,1,1,1
"V584",10,9,8,7,6,5,1,1,1
"V585",9,8,7,6,4,4,4,3,2
"V586",4,4,3,3,3,3,3,3,2
"V587",5,5,4,4,4,4,4,3,2
"V588",3,3,1,1,1,1,1,1,1
"V589",10,9,8,7,6,5,1,1,1
"V590",10,9,8,7,6,5,1,1,1
"V591",8,7,6,3,3,3,3,3,2
"V592",6,6,5,5,5,2,2,2,1
"V593",6,6,5,5,5,2,2,2,1
"V594",9,8,7,6,4,4,4,3,2
"V595",4,4,3,3,3,3,3,3,2
"V596",1,1,1,1,1,1,1,1,1
"V597",10,9,8,7,6,5,1,1,1
"V598",3,3,1,1,1,1,1,1,1
"V599",1,1,1,1,1,1,1,1,1
"V600",10,9,8,7,6,5,1,1,1
"V601",2,2,2,2,2,2,2,2,1
"V602",1,1,1,1,1,1,1,1,1
"V603",9,8,7,6,4,4,4,3,2
"V604",5,5,4,4,4,4,4,3,2
"V605",6,6,5,5,5,2,2,2,1
"V606",7,2,2,2,2,2,2,2,1
"V607",10,9,8,7,6,5,1,1,1
"V608",8,7,6,3,3,3,3,3,2
"V609",5,5,4,4,4,4,4,3,2
"V610",9,8,7,6,4,4,4,3,2
"V611",7,2,2,2,2,2,2,2,1
"V612",10,9,8,7,6,5,1,1,1
"V613",5,5,4,4,4,4,4,3,2
"V614",8,7,6,3,3,3,3,3,2
"V615",10,9,8,7,6,5,1,1,1
"V616",10,9,8,7,6,5,1,1,1
"V617",5,5,4,4,4,4,4,3,2
"V618",4,4,3,3,3,3,3,3,2
"V619",10,9,8,7,6,5,1,1,1
"V620",4,4,3,3,3,3,3,3,2
"V621",5,5,4,4,4,4,4,3,2
"V622",10,9,8,7,6,5,1,1,1
"V623",5,5,4,4,4,4,4,3,2
"V624",1,1,1,1,1,1,1,1,1
"V625",9,8,7,6,4,4,4,3,2
"V626",10,9,8,7,6,5,1,1,1
"V627",5,5,4,4,4,4,4,3,2
"V628",3,3,1,1,1,1,1,1,1
"V629",10,9,8,7,6,5,1,1,1
"V630",4,4,3,3,3,3,3,3,2
