"","Cl_mat","cl_id","cl_id.1","cl_id.2","cl_id.3","cl_id.4","cl_id.5","cl_id.6","cl_id.7"
"V43",2,2,2,2,2,2,2,2,2
"V44",8,8,7,6,5,5,4,2,2
"V45",3,3,3,3,1,1,1,1,1
"V46",3,3,3,3,1,1,1,1,1
"V47",10,9,8,7,6,5,4,2,2
"V48",3,3,3,3,1,1,1,1,1
"V49",8,8,7,6,5,5,4,2,2
"V50",1,1,1,1,1,1,1,1,1
"V51",2,2,2,2,2,2,2,2,2
"V52",3,3,3,3,1,1,1,1,1
"V53",2,2,2,2,2,2,2,2,2
"V54",10,9,8,7,6,5,4,2,2
"V55",10,9,8,7,6,5,4,2,2
"V56",6,6,5,4,3,3,3,3,1
"V57",8,8,7,6,5,5,4,2,2
"V58",7,7,6,5,4,4,2,2,2
"V59",2,2,2,2,2,2,2,2,2
"V60",7,7,6,5,4,4,2,2,2
"V61",8,8,7,6,5,5,4,2,2
"V62",2,2,2,2,2,2,2,2,2
"V63",7,7,6,5,4,4,2,2,2
"V64",10,9,8,7,6,5,4,2,2
"V65",9,6,5,4,3,3,3,3,1
"V66",7,7,6,5,4,4,2,2,2
"V67",10,9,8,7,6,5,4,2,2
"V68",10,9,8,7,6,5,4,2,2
"V69",8,8,7,6,5,5,4,2,2
"V70",3,3,3,3,1,1,1,1,1
"V71",5,5,4,4,3,3,3,3,1
"V72",8,8,7,6,5,5,4,2,2
"V73",10,9,8,7,6,5,4,2,2
"V74",7,7,6,5,4,4,2,2,2
"V75",8,8,7,6,5,5,4,2,2
"V76",2,2,2,2,2,2,2,2,2
"V77",2,2,2,2,2,2,2,2,2
"V78",8,8,7,6,5,5,4,2,2
"V79",2,2,2,2,2,2,2,2,2
"V80",2,2,2,2,2,2,2,2,2
"V81",2,2,2,2,2,2,2,2,2
"V82",7,7,6,5,4,4,2,2,2
"V83",2,2,2,2,2,2,2,2,2
"V84",2,2,2,2,2,2,2,2,2
"V85",2,2,2,2,2,2,2,2,2
"V86",2,2,2,2,2,2,2,2,2
"V87",3,3,3,3,1,1,1,1,1
"V88",7,7,6,5,4,4,2,2,2
"V89",5,5,4,4,3,3,3,3,1
"V90",5,5,4,4,3,3,3,3,1
"V91",7,7,6,5,4,4,2,2,2
"V92",7,7,6,5,4,4,2,2,2
"V93",3,3,3,3,1,1,1,1,1
"V94",7,7,6,5,4,4,2,2,2
"V95",7,7,6,5,4,4,2,2,2
"V96",2,2,2,2,2,2,2,2,2
"V97",1,1,1,1,1,1,1,1,1
"V98",2,2,2,2,2,2,2,2,2
"V99",10,9,8,7,6,5,4,2,2
"V100",10,9,8,7,6,5,4,2,2
"V101",1,1,1,1,1,1,1,1,1
"V102",7,7,6,5,4,4,2,2,2
"V103",2,2,2,2,2,2,2,2,2
"V104",7,7,6,5,4,4,2,2,2
"V105",3,3,3,3,1,1,1,1,1
"V106",2,2,2,2,2,2,2,2,2
"V107",8,8,7,6,5,5,4,2,2
"V108",1,1,1,1,1,1,1,1,1
"V109",8,8,7,6,5,5,4,2,2
"V110",10,9,8,7,6,5,4,2,2
"V111",2,2,2,2,2,2,2,2,2
"V112",2,2,2,2,2,2,2,2,2
"V113",9,6,5,4,3,3,3,3,1
"V114",1,1,1,1,1,1,1,1,1
"V115",4,4,3,3,1,1,1,1,1
"V116",1,1,1,1,1,1,1,1,1
"V117",4,4,3,3,1,1,1,1,1
"V118",4,4,3,3,1,1,1,1,1
"V119",2,2,2,2,2,2,2,2,2
"V120",2,2,2,2,2,2,2,2,2
"V121",5,5,4,4,3,3,3,3,1
"V122",2,2,2,2,2,2,2,2,2
"V123",1,1,1,1,1,1,1,1,1
"V124",2,2,2,2,2,2,2,2,2
"V125",1,1,1,1,1,1,1,1,1
"V126",6,6,5,4,3,3,3,3,1
"V127",9,6,5,4,3,3,3,3,1
"V128",7,7,6,5,4,4,2,2,2
"V129",8,8,7,6,5,5,4,2,2
"V130",7,7,6,5,4,4,2,2,2
"V131",7,7,6,5,4,4,2,2,2
"V132",4,4,3,3,1,1,1,1,1
"V133",1,1,1,1,1,1,1,1,1
"V134",8,8,7,6,5,5,4,2,2
"V135",3,3,3,3,1,1,1,1,1
"V136",3,3,3,3,1,1,1,1,1
"V137",3,3,3,3,1,1,1,1,1
"V138",2,2,2,2,2,2,2,2,2
"V139",3,3,3,3,1,1,1,1,1
"V140",2,2,2,2,2,2,2,2,2
"V141",2,2,2,2,2,2,2,2,2
"V142",8,8,7,6,5,5,4,2,2
"V143",9,6,5,4,3,3,3,3,1
"V144",3,3,3,3,1,1,1,1,1
"V145",1,1,1,1,1,1,1,1,1
"V146",8,8,7,6,5,5,4,2,2
"V147",8,8,7,6,5,5,4,2,2
"V148",8,8,7,6,5,5,4,2,2
"V149",10,9,8,7,6,5,4,2,2
"V150",2,2,2,2,2,2,2,2,2
"V151",2,2,2,2,2,2,2,2,2
"V152",2,2,2,2,2,2,2,2,2
"V153",8,8,7,6,5,5,4,2,2
"V154",7,7,6,5,4,4,2,2,2
"V155",8,8,7,6,5,5,4,2,2
"V156",5,5,4,4,3,3,3,3,1
"V157",10,9,8,7,6,5,4,2,2
"V158",2,2,2,2,2,2,2,2,2
"V159",7,7,6,5,4,4,2,2,2
"V160",2,2,2,2,2,2,2,2,2
"V161",9,6,5,4,3,3,3,3,1
"V162",7,7,6,5,4,4,2,2,2
"V163",7,7,6,5,4,4,2,2,2
"V164",4,4,3,3,1,1,1,1,1
"V165",7,7,6,5,4,4,2,2,2
"V166",1,1,1,1,1,1,1,1,1
"V167",5,5,4,4,3,3,3,3,1
"V168",2,2,2,2,2,2,2,2,2
"V169",5,5,4,4,3,3,3,3,1
"V170",2,2,2,2,2,2,2,2,2
"V171",8,8,7,6,5,5,4,2,2
"V172",1,1,1,1,1,1,1,1,1
"V173",4,4,3,3,1,1,1,1,1
"V174",1,1,1,1,1,1,1,1,1
"V175",5,5,4,4,3,3,3,3,1
"V176",4,4,3,3,1,1,1,1,1
"V177",10,9,8,7,6,5,4,2,2
"V178",10,9,8,7,6,5,4,2,2
"V179",10,9,8,7,6,5,4,2,2
"V180",7,7,6,5,4,4,2,2,2
"V181",3,3,3,3,1,1,1,1,1
"V182",2,2,2,2,2,2,2,2,2
"V183",9,6,5,4,3,3,3,3,1
"V184",10,9,8,7,6,5,4,2,2
"V185",2,2,2,2,2,2,2,2,2
"V186",1,1,1,1,1,1,1,1,1
"V187",5,5,4,4,3,3,3,3,1
"V188",2,2,2,2,2,2,2,2,2
"V189",7,7,6,5,4,4,2,2,2
"V190",2,2,2,2,2,2,2,2,2
"V191",1,1,1,1,1,1,1,1,1
"V192",7,7,6,5,4,4,2,2,2
"V193",1,1,1,1,1,1,1,1,1
"V194",1,1,1,1,1,1,1,1,1
"V195",9,6,5,4,3,3,3,3,1
"V196",8,8,7,6,5,5,4,2,2
"V197",2,2,2,2,2,2,2,2,2
"V198",6,6,5,4,3,3,3,3,1
"V199",2,2,2,2,2,2,2,2,2
"V200",8,8,7,6,5,5,4,2,2
"V201",5,5,4,4,3,3,3,3,1
"V202",8,8,7,6,5,5,4,2,2
"V203",7,7,6,5,4,4,2,2,2
"V204",2,2,2,2,2,2,2,2,2
"V205",10,9,8,7,6,5,4,2,2
"V206",7,7,6,5,4,4,2,2,2
"V207",5,5,4,4,3,3,3,3,1
"V208",10,9,8,7,6,5,4,2,2
"V209",2,2,2,2,2,2,2,2,2
"V210",7,7,6,5,4,4,2,2,2
"V211",8,8,7,6,5,5,4,2,2
"V212",10,9,8,7,6,5,4,2,2
"V213",2,2,2,2,2,2,2,2,2
"V214",3,3,3,3,1,1,1,1,1
"V215",2,2,2,2,2,2,2,2,2
"V216",10,9,8,7,6,5,4,2,2
"V217",8,8,7,6,5,5,4,2,2
"V218",10,9,8,7,6,5,4,2,2
"V219",10,9,8,7,6,5,4,2,2
"V220",3,3,3,3,1,1,1,1,1
"V221",6,6,5,4,3,3,3,3,1
"V222",8,8,7,6,5,5,4,2,2
"V223",8,8,7,6,5,5,4,2,2
"V224",4,4,3,3,1,1,1,1,1
"V225",7,7,6,5,4,4,2,2,2
"V226",5,5,4,4,3,3,3,3,1
"V227",2,2,2,2,2,2,2,2,2
"V228",2,2,2,2,2,2,2,2,2
"V229",9,6,5,4,3,3,3,3,1
"V230",6,6,5,4,3,3,3,3,1
"V231",8,8,7,6,5,5,4,2,2
"V232",8,8,7,6,5,5,4,2,2
"V233",1,1,1,1,1,1,1,1,1
"V234",10,9,8,7,6,5,4,2,2
"V235",1,1,1,1,1,1,1,1,1
"V236",10,9,8,7,6,5,4,2,2
"V237",2,2,2,2,2,2,2,2,2
"V238",2,2,2,2,2,2,2,2,2
"V239",5,5,4,4,3,3,3,3,1
"V240",7,7,6,5,4,4,2,2,2
"V241",5,5,4,4,3,3,3,3,1
"V242",7,7,6,5,4,4,2,2,2
"V243",7,7,6,5,4,4,2,2,2
"V244",3,3,3,3,1,1,1,1,1
"V245",10,9,8,7,6,5,4,2,2
"V246",1,1,1,1,1,1,1,1,1
"V247",10,9,8,7,6,5,4,2,2
"V248",8,8,7,6,5,5,4,2,2
"V249",10,9,8,7,6,5,4,2,2
"V250",8,8,7,6,5,5,4,2,2
"V251",10,9,8,7,6,5,4,2,2
"V252",10,9,8,7,6,5,4,2,2
"V253",5,5,4,4,3,3,3,3,1
"V254",2,2,2,2,2,2,2,2,2
"V255",8,8,7,6,5,5,4,2,2
"V256",10,9,8,7,6,5,4,2,2
"V257",3,3,3,3,1,1,1,1,1
"V258",8,8,7,6,5,5,4,2,2
"V259",10,9,8,7,6,5,4,2,2
"V260",8,8,7,6,5,5,4,2,2
"V261",2,2,2,2,2,2,2,2,2
"V262",8,8,7,6,5,5,4,2,2
"V263",7,7,6,5,4,4,2,2,2
"V264",7,7,6,5,4,4,2,2,2
"V265",6,6,5,4,3,3,3,3,1
"V266",4,4,3,3,1,1,1,1,1
"V267",10,9,8,7,6,5,4,2,2
"V268",1,1,1,1,1,1,1,1,1
"V269",5,5,4,4,3,3,3,3,1
"V270",10,9,8,7,6,5,4,2,2
"V271",1,1,1,1,1,1,1,1,1
"V272",8,8,7,6,5,5,4,2,2
"V273",6,6,5,4,3,3,3,3,1
"V274",10,9,8,7,6,5,4,2,2
"V275",2,2,2,2,2,2,2,2,2
"V276",2,2,2,2,2,2,2,2,2
"V277",7,7,6,5,4,4,2,2,2
"V278",8,8,7,6,5,5,4,2,2
"V279",2,2,2,2,2,2,2,2,2
"V280",9,6,5,4,3,3,3,3,1
"V281",5,5,4,4,3,3,3,3,1
"V282",10,9,8,7,6,5,4,2,2
"V283",5,5,4,4,3,3,3,3,1
"V284",7,7,6,5,4,4,2,2,2
"V285",2,2,2,2,2,2,2,2,2
"V286",2,2,2,2,2,2,2,2,2
"V287",6,6,5,4,3,3,3,3,1
"V288",2,2,2,2,2,2,2,2,2
"V289",2,2,2,2,2,2,2,2,2
"V290",5,5,4,4,3,3,3,3,1
"V291",8,8,7,6,5,5,4,2,2
"V292",6,6,5,4,3,3,3,3,1
"V293",3,3,3,3,1,1,1,1,1
"V294",7,7,6,5,4,4,2,2,2
"V295",3,3,3,3,1,1,1,1,1
"V296",10,9,8,7,6,5,4,2,2
"V297",6,6,5,4,3,3,3,3,1
"V298",7,7,6,5,4,4,2,2,2
"V299",7,7,6,5,4,4,2,2,2
"V300",10,9,8,7,6,5,4,2,2
"V301",2,2,2,2,2,2,2,2,2
"V302",7,7,6,5,4,4,2,2,2
"V303",6,6,5,4,3,3,3,3,1
"V304",10,9,8,7,6,5,4,2,2
"V305",5,5,4,4,3,3,3,3,1
"V306",8,8,7,6,5,5,4,2,2
"V307",5,5,4,4,3,3,3,3,1
"V308",1,1,1,1,1,1,1,1,1
"V309",2,2,2,2,2,2,2,2,2
"V310",9,6,5,4,3,3,3,3,1
"V311",5,5,4,4,3,3,3,3,1
"V312",8,8,7,6,5,5,4,2,2
"V313",2,2,2,2,2,2,2,2,2
"V314",7,7,6,5,4,4,2,2,2
"V315",1,1,1,1,1,1,1,1,1
"V316",6,6,5,4,3,3,3,3,1
"V317",5,5,4,4,3,3,3,3,1
"V318",7,7,6,5,4,4,2,2,2
"V319",2,2,2,2,2,2,2,2,2
"V320",7,7,6,5,4,4,2,2,2
"V321",10,9,8,7,6,5,4,2,2
"V322",7,7,6,5,4,4,2,2,2
"V323",7,7,6,5,4,4,2,2,2
"V324",5,5,4,4,3,3,3,3,1
"V325",2,2,2,2,2,2,2,2,2
"V326",5,5,4,4,3,3,3,3,1
"V327",6,6,5,4,3,3,3,3,1
"V328",1,1,1,1,1,1,1,1,1
"V329",10,9,8,7,6,5,4,2,2
"V330",5,5,4,4,3,3,3,3,1
"V331",2,2,2,2,2,2,2,2,2
"V332",7,7,6,5,4,4,2,2,2
"V333",8,8,7,6,5,5,4,2,2
"V334",8,8,7,6,5,5,4,2,2
"V335",2,2,2,2,2,2,2,2,2
"V336",9,6,5,4,3,3,3,3,1
"V337",7,7,6,5,4,4,2,2,2
"V338",1,1,1,1,1,1,1,1,1
"V339",5,5,4,4,3,3,3,3,1
"V340",3,3,3,3,1,1,1,1,1
"V341",5,5,4,4,3,3,3,3,1
"V342",4,4,3,3,1,1,1,1,1
"V343",10,9,8,7,6,5,4,2,2
"V344",7,7,6,5,4,4,2,2,2
"V345",6,6,5,4,3,3,3,3,1
"V346",8,8,7,6,5,5,4,2,2
"V347",5,5,4,4,3,3,3,3,1
"V348",8,8,7,6,5,5,4,2,2
"V349",7,7,6,5,4,4,2,2,2
"V350",2,2,2,2,2,2,2,2,2
"V351",4,4,3,3,1,1,1,1,1
"V352",1,1,1,1,1,1,1,1,1
"V353",2,2,2,2,2,2,2,2,2
"V354",9,6,5,4,3,3,3,3,1
"V355",7,7,6,5,4,4,2,2,2
"V356",7,7,6,5,4,4,2,2,2
"V357",8,8,7,6,5,5,4,2,2
"V358",7,7,6,5,4,4,2,2,2
"V359",10,9,8,7,6,5,4,2,2
"V360",3,3,3,3,1,1,1,1,1
"V361",5,5,4,4,3,3,3,3,1
"V362",5,5,4,4,3,3,3,3,1
"V363",5,5,4,4,3,3,3,3,1
"V364",8,8,7,6,5,5,4,2,2
"V365",2,2,2,2,2,2,2,2,2
"V366",2,2,2,2,2,2,2,2,2
"V367",10,9,8,7,6,5,4,2,2
"V368",8,8,7,6,5,5,4,2,2
"V369",8,8,7,6,5,5,4,2,2
"V370",1,1,1,1,1,1,1,1,1
"V371",10,9,8,7,6,5,4,2,2
"V372",1,1,1,1,1,1,1,1,1
"V373",10,9,8,7,6,5,4,2,2
"V374",7,7,6,5,4,4,2,2,2
"V375",7,7,6,5,4,4,2,2,2
"V376",8,8,7,6,5,5,4,2,2
"V377",10,9,8,7,6,5,4,2,2
"V378",7,7,6,5,4,4,2,2,2
"V379",5,5,4,4,3,3,3,3,1
"V380",7,7,6,5,4,4,2,2,2
"V381",6,6,5,4,3,3,3,3,1
"V382",2,2,2,2,2,2,2,2,2
"V383",5,5,4,4,3,3,3,3,1
"V384",7,7,6,5,4,4,2,2,2
"V385",1,1,1,1,1,1,1,1,1
"V386",10,9,8,7,6,5,4,2,2
"V387",2,2,2,2,2,2,2,2,2
"V388",8,8,7,6,5,5,4,2,2
"V389",10,9,8,7,6,5,4,2,2
"V390",7,7,6,5,4,4,2,2,2
"V391",2,2,2,2,2,2,2,2,2
"V392",7,7,6,5,4,4,2,2,2
"V393",7,7,6,5,4,4,2,2,2
"V394",9,6,5,4,3,3,3,3,1
"V395",9,6,5,4,3,3,3,3,1
"V396",7,7,6,5,4,4,2,2,2
"V397",2,2,2,2,2,2,2,2,2
"V398",10,9,8,7,6,5,4,2,2
"V399",6,6,5,4,3,3,3,3,1
"V400",3,3,3,3,1,1,1,1,1
"V401",5,5,4,4,3,3,3,3,1
"V402",1,1,1,1,1,1,1,1,1
"V403",2,2,2,2,2,2,2,2,2
"V404",2,2,2,2,2,2,2,2,2
"V405",8,8,7,6,5,5,4,2,2
"V406",4,4,3,3,1,1,1,1,1
"V407",1,1,1,1,1,1,1,1,1
"V408",5,5,4,4,3,3,3,3,1
"V409",2,2,2,2,2,2,2,2,2
"V410",8,8,7,6,5,5,4,2,2
"V411",2,2,2,2,2,2,2,2,2
"V412",8,8,7,6,5,5,4,2,2
"V413",3,3,3,3,1,1,1,1,1
"V414",2,2,2,2,2,2,2,2,2
"V415",5,5,4,4,3,3,3,3,1
"V416",5,5,4,4,3,3,3,3,1
"V417",5,5,4,4,3,3,3,3,1
"V418",7,7,6,5,4,4,2,2,2
"V419",8,8,7,6,5,5,4,2,2
"V420",7,7,6,5,4,4,2,2,2
"V421",10,9,8,7,6,5,4,2,2
"V422",4,4,3,3,1,1,1,1,1
"V423",7,7,6,5,4,4,2,2,2
"V424",2,2,2,2,2,2,2,2,2
"V425",4,4,3,3,1,1,1,1,1
"V426",1,1,1,1,1,1,1,1,1
"V427",8,8,7,6,5,5,4,2,2
"V428",2,2,2,2,2,2,2,2,2
"V429",7,7,6,5,4,4,2,2,2
"V430",10,9,8,7,6,5,4,2,2
"V431",2,2,2,2,2,2,2,2,2
"V432",9,6,5,4,3,3,3,3,1
"V433",3,3,3,3,1,1,1,1,1
"V434",2,2,2,2,2,2,2,2,2
"V435",8,8,7,6,5,5,4,2,2
"V436",5,5,4,4,3,3,3,3,1
"V437",10,9,8,7,6,5,4,2,2
"V438",5,5,4,4,3,3,3,3,1
"V439",10,9,8,7,6,5,4,2,2
"V440",2,2,2,2,2,2,2,2,2
"V441",10,9,8,7,6,5,4,2,2
"V442",8,8,7,6,5,5,4,2,2
"V443",9,6,5,4,3,3,3,3,1
"V444",2,2,2,2,2,2,2,2,2
"V445",8,8,7,6,5,5,4,2,2
"V446",1,1,1,1,1,1,1,1,1
"V447",1,1,1,1,1,1,1,1,1
"V448",4,4,3,3,1,1,1,1,1
"V449",1,1,1,1,1,1,1,1,1
"V450",1,1,1,1,1,1,1,1,1
"V451",6,6,5,4,3,3,3,3,1
"V452",10,9,8,7,6,5,4,2,2
"V453",2,2,2,2,2,2,2,2,2
"V454",7,7,6,5,4,4,2,2,2
"V455",10,9,8,7,6,5,4,2,2
"V456",3,3,3,3,1,1,1,1,1
"V457",2,2,2,2,2,2,2,2,2
"V458",2,2,2,2,2,2,2,2,2
"V459",1,1,1,1,1,1,1,1,1
"V460",10,9,8,7,6,5,4,2,2
"V461",8,8,7,6,5,5,4,2,2
"V462",7,7,6,5,4,4,2,2,2
"V463",8,8,7,6,5,5,4,2,2
"V464",4,4,3,3,1,1,1,1,1
"V465",1,1,1,1,1,1,1,1,1
"V466",6,6,5,4,3,3,3,3,1
"V467",10,9,8,7,6,5,4,2,2
"V468",7,7,6,5,4,4,2,2,2
"V469",8,8,7,6,5,5,4,2,2
"V470",4,4,3,3,1,1,1,1,1
"V471",10,9,8,7,6,5,4,2,2
"V472",4,4,3,3,1,1,1,1,1
"V473",6,6,5,4,3,3,3,3,1
"V474",2,2,2,2,2,2,2,2,2
"V475",2,2,2,2,2,2,2,2,2
"V476",8,8,7,6,5,5,4,2,2
"V477",2,2,2,2,2,2,2,2,2
"V478",2,2,2,2,2,2,2,2,2
"V479",9,6,5,4,3,3,3,3,1
"V480",5,5,4,4,3,3,3,3,1
"V481",10,9,8,7,6,5,4,2,2
"V482",8,8,7,6,5,5,4,2,2
"V483",8,8,7,6,5,5,4,2,2
"V484",8,8,7,6,5,5,4,2,2
"V485",10,9,8,7,6,5,4,2,2
"V486",7,7,6,5,4,4,2,2,2
"V487",7,7,6,5,4,4,2,2,2
"V488",7,7,6,5,4,4,2,2,2
"V489",4,4,3,3,1,1,1,1,1
"V490",10,9,8,7,6,5,4,2,2
"V491",10,9,8,7,6,5,4,2,2
"V492",8,8,7,6,5,5,4,2,2
"V493",1,1,1,1,1,1,1,1,1
"V494",7,7,6,5,4,4,2,2,2
"V495",8,8,7,6,5,5,4,2,2
"V496",6,6,5,4,3,3,3,3,1
"V497",8,8,7,6,5,5,4,2,2
"V498",7,7,6,5,4,4,2,2,2
"V499",8,8,7,6,5,5,4,2,2
"V500",7,7,6,5,4,4,2,2,2
"V501",2,2,2,2,2,2,2,2,2
"V502",4,4,3,3,1,1,1,1,1
"V503",7,7,6,5,4,4,2,2,2
"V504",8,8,7,6,5,5,4,2,2
"V505",3,3,3,3,1,1,1,1,1
"V506",1,1,1,1,1,1,1,1,1
"V507",1,1,1,1,1,1,1,1,1
"V508",7,7,6,5,4,4,2,2,2
"V509",4,4,3,3,1,1,1,1,1
"V510",3,3,3,3,1,1,1,1,1
"V511",2,2,2,2,2,2,2,2,2
"V512",2,2,2,2,2,2,2,2,2
"V513",3,3,3,3,1,1,1,1,1
"V514",6,6,5,4,3,3,3,3,1
"V515",6,6,5,4,3,3,3,3,1
"V516",3,3,3,3,1,1,1,1,1
"V517",4,4,3,3,1,1,1,1,1
"V518",6,6,5,4,3,3,3,3,1
"V519",3,3,3,3,1,1,1,1,1
"V520",5,5,4,4,3,3,3,3,1
"V521",6,6,5,4,3,3,3,3,1
"V522",2,2,2,2,2,2,2,2,2
"V523",4,4,3,3,1,1,1,1,1
"V524",2,2,2,2,2,2,2,2,2
"V525",8,8,7,6,5,5,4,2,2
"V526",4,4,3,3,1,1,1,1,1
"V527",8,8,7,6,5,5,4,2,2
"V528",2,2,2,2,2,2,2,2,2
"V529",10,9,8,7,6,5,4,2,2
"V530",1,1,1,1,1,1,1,1,1
"V531",7,7,6,5,4,4,2,2,2
"V532",2,2,2,2,2,2,2,2,2
"V533",3,3,3,3,1,1,1,1,1
"V534",9,6,5,4,3,3,3,3,1
"V535",8,8,7,6,5,5,4,2,2
"V536",6,6,5,4,3,3,3,3,1
"V537",8,8,7,6,5,5,4,2,2
"V538",1,1,1,1,1,1,1,1,1
"V539",2,2,2,2,2,2,2,2,2
"V540",2,2,2,2,2,2,2,2,2
"V541",2,2,2,2,2,2,2,2,2
"V542",2,2,2,2,2,2,2,2,2
"V543",10,9,8,7,6,5,4,2,2
"V544",5,5,4,4,3,3,3,3,1
"V545",4,4,3,3,1,1,1,1,1
"V546",5,5,4,4,3,3,3,3,1
"V547",7,7,6,5,4,4,2,2,2
"V548",7,7,6,5,4,4,2,2,2
"V549",3,3,3,3,1,1,1,1,1
"V550",10,9,8,7,6,5,4,2,2
"V551",5,5,4,4,3,3,3,3,1
"V552",2,2,2,2,2,2,2,2,2
"V553",2,2,2,2,2,2,2,2,2
"V554",10,9,8,7,6,5,4,2,2
"V555",7,7,6,5,4,4,2,2,2
"V556",8,8,7,6,5,5,4,2,2
"V557",10,9,8,7,6,5,4,2,2
"V558",6,6,5,4,3,3,3,3,1
"V559",10,9,8,7,6,5,4,2,2
"V560",4,4,3,3,1,1,1,1,1
"V561",10,9,8,7,6,5,4,2,2
"V562",3,3,3,3,1,1,1,1,1
"V563",1,1,1,1,1,1,1,1,1
"V564",7,7,6,5,4,4,2,2,2
"V565",5,5,4,4,3,3,3,3,1
"V566",3,3,3,3,1,1,1,1,1
"V567",6,6,5,4,3,3,3,3,1
"V568",7,7,6,5,4,4,2,2,2
"V569",4,4,3,3,1,1,1,1,1
"V570",7,7,6,5,4,4,2,2,2
"V571",2,2,2,2,2,2,2,2,2
"V572",5,5,4,4,3,3,3,3,1
"V573",5,5,4,4,3,3,3,3,1
"V574",8,8,7,6,5,5,4,2,2
"V575",7,7,6,5,4,4,2,2,2
"V576",1,1,1,1,1,1,1,1,1
"V577",7,7,6,5,4,4,2,2,2
"V578",3,3,3,3,1,1,1,1,1
"V579",1,1,1,1,1,1,1,1,1
"V580",4,4,3,3,1,1,1,1,1
"V581",2,2,2,2,2,2,2,2,2
"V582",4,4,3,3,1,1,1,1,1
"V583",7,7,6,5,4,4,2,2,2
"V584",8,8,7,6,5,5,4,2,2
"V585",2,2,2,2,2,2,2,2,2
"V586",4,4,3,3,1,1,1,1,1
"V587",7,7,6,5,4,4,2,2,2
"V588",3,3,3,3,1,1,1,1,1
"V589",10,9,8,7,6,5,4,2,2
"V590",8,8,7,6,5,5,4,2,2
"V591",1,1,1,1,1,1,1,1,1
"V592",5,5,4,4,3,3,3,3,1
"V593",5,5,4,4,3,3,3,3,1
"V594",2,2,2,2,2,2,2,2,2
"V595",4,4,3,3,1,1,1,1,1
"V596",7,7,6,5,4,4,2,2,2
"V597",8,8,7,6,5,5,4,2,2
"V598",7,7,6,5,4,4,2,2,2
"V599",7,7,6,5,4,4,2,2,2
"V600",8,8,7,6,5,5,4,2,2
"V601",9,6,5,4,3,3,3,3,1
"V602",7,7,6,5,4,4,2,2,2
"V603",2,2,2,2,2,2,2,2,2
"V604",7,7,6,5,4,4,2,2,2
"V605",5,5,4,4,3,3,3,3,1
"V606",6,6,5,4,3,3,3,3,1
"V607",10,9,8,7,6,5,4,2,2
"V608",1,1,1,1,1,1,1,1,1
"V609",7,7,6,5,4,4,2,2,2
"V610",2,2,2,2,2,2,2,2,2
"V611",6,6,5,4,3,3,3,3,1
"V612",8,8,7,6,5,5,4,2,2
"V613",7,7,6,5,4,4,2,2,2
"V614",1,1,1,1,1,1,1,1,1
"V615",10,9,8,7,6,5,4,2,2
"V616",10,9,8,7,6,5,4,2,2
"V617",7,7,6,5,4,4,2,2,2
"V618",2,2,2,2,2,2,2,2,2
"V619",8,8,7,6,5,5,4,2,2
"V620",4,4,3,3,1,1,1,1,1
"V621",10,9,8,7,6,5,4,2,2
"V622",10,9,8,7,6,5,4,2,2
"V623",10,9,8,7,6,5,4,2,2
"V624",7,7,6,5,4,4,2,2,2
"V625",10,9,8,7,6,5,4,2,2
"V626",8,8,7,6,5,5,4,2,2
"V627",2,2,2,2,2,2,2,2,2
"V628",7,7,6,5,4,4,2,2,2
"V629",8,8,7,6,5,5,4,2,2
"V630",4,4,3,3,1,1,1,1,1
