"","Cl_mat","cl_id","cl_id.1","cl_id.2","cl_id.3","cl_id.4","cl_id.5","cl_id.6","cl_id.7"
"V120",4,4,4,4,4,3,3,3,2
"V121",3,3,3,3,3,2,2,2,2
"V122",1,1,1,1,1,1,1,1,1
"V123",10,9,8,7,6,5,3,3,2
"V124",1,1,1,1,1,1,1,1,1
"V125",10,9,8,7,6,5,3,3,2
"V126",6,6,5,5,3,2,2,2,2
"V127",5,5,5,5,3,2,2,2,2
"V128",1,1,1,1,1,1,1,1,1
"V129",7,7,6,6,5,4,4,1,1
"V130",1,1,1,1,1,1,1,1,1
"V131",1,1,1,1,1,1,1,1,1
"V132",8,8,7,7,6,5,3,3,2
"V133",10,9,8,7,6,5,3,3,2
"V134",7,7,6,6,5,4,4,1,1
"V135",2,2,2,2,2,1,1,1,1
"V136",2,2,2,2,2,1,1,1,1
"V137",2,2,2,2,2,1,1,1,1
"V138",8,8,7,7,6,5,3,3,2
"V139",2,2,2,2,2,1,1,1,1
"V140",4,4,4,4,4,3,3,3,2
"V141",1,1,1,1,1,1,1,1,1
"V142",7,7,6,6,5,4,4,1,1
"V143",5,5,5,5,3,2,2,2,2
"V144",2,2,2,2,2,1,1,1,1
"V145",10,9,8,7,6,5,3,3,2
"V146",7,7,6,6,5,4,4,1,1
"V147",7,7,6,6,5,4,4,1,1
"V148",2,2,2,2,2,1,1,1,1
"V149",4,4,4,4,4,3,3,3,2
"V150",4,4,4,4,4,3,3,3,2
"V151",4,4,4,4,4,3,3,3,2
"V152",4,4,4,4,4,3,3,3,2
"V153",7,7,6,6,5,4,4,1,1
"V154",8,8,7,7,6,5,3,3,2
"V155",7,7,6,6,5,4,4,1,1
"V156",3,3,3,3,3,2,2,2,2
"V157",7,7,6,6,5,4,4,1,1
"V158",4,4,4,4,4,3,3,3,2
"V159",1,1,1,1,1,1,1,1,1
"V160",4,4,4,4,4,3,3,3,2
"V161",5,5,5,5,3,2,2,2,2
"V162",1,1,1,1,1,1,1,1,1
"V163",1,1,1,1,1,1,1,1,1
"V164",4,4,4,4,4,3,3,3,2
"V165",1,1,1,1,1,1,1,1,1
"V166",10,9,8,7,6,5,3,3,2
"V167",9,6,5,5,3,2,2,2,2
"V168",4,4,4,4,4,3,3,3,2
"V169",3,3,3,3,3,2,2,2,2
"V170",4,4,4,4,4,3,3,3,2
"V171",7,7,6,6,5,4,4,1,1
"V172",10,9,8,7,6,5,3,3,2
"V173",8,8,7,7,6,5,3,3,2
"V174",10,9,8,7,6,5,3,3,2
"V175",3,3,3,3,3,2,2,2,2
"V176",8,8,7,7,6,5,3,3,2
"V177",4,4,4,4,4,3,3,3,2
"V178",7,7,6,6,5,4,4,1,1
"V179",1,1,1,1,1,1,1,1,1
"V180",1,1,1,1,1,1,1,1,1
"V181",2,2,2,2,2,1,1,1,1
"V182",1,1,1,1,1,1,1,1,1
"V183",5,5,5,5,3,2,2,2,2
"V184",7,7,6,6,5,4,4,1,1
"V185",1,1,1,1,1,1,1,1,1
"V186",10,9,8,7,6,5,3,3,2
"V187",3,3,3,3,3,2,2,2,2
"V188",1,1,1,1,1,1,1,1,1
"V189",1,1,1,1,1,1,1,1,1
"V190",1,1,1,1,1,1,1,1,1
"V191",10,9,8,7,6,5,3,3,2
"V192",1,1,1,1,1,1,1,1,1
"V193",10,9,8,7,6,5,3,3,2
"V194",10,9,8,7,6,5,3,3,2
"V195",5,5,5,5,3,2,2,2,2
"V196",7,7,6,6,5,4,4,1,1
"V197",4,4,4,4,4,3,3,3,2
"V198",6,6,5,5,3,2,2,2,2
"V199",4,4,4,4,4,3,3,3,2
"V200",7,7,6,6,5,4,4,1,1
"V201",3,3,3,3,3,2,2,2,2
"V202",7,7,6,6,5,4,4,1,1
"V203",2,2,2,2,2,1,1,1,1
"V204",4,4,4,4,4,3,3,3,2
"V205",7,7,6,6,5,4,4,1,1
"V206",1,1,1,1,1,1,1,1,1
"V207",9,6,5,5,3,2,2,2,2
"V208",7,7,6,6,5,4,4,1,1
"V209",4,4,4,4,4,3,3,3,2
"V210",1,1,1,1,1,1,1,1,1
"V211",7,7,6,6,5,4,4,1,1
"V212",4,4,4,4,4,3,3,3,2
"V213",1,1,1,1,1,1,1,1,1
"V214",2,2,2,2,2,1,1,1,1
"V215",4,4,4,4,4,3,3,3,2
"V216",4,4,4,4,4,3,3,3,2
"V217",7,7,6,6,5,4,4,1,1
"V218",7,7,6,6,5,4,4,1,1
"V219",4,4,4,4,4,3,3,3,2
"V220",2,2,2,2,2,1,1,1,1
"V221",6,6,5,5,3,2,2,2,2
"V222",7,7,6,6,5,4,4,1,1
"V223",7,7,6,6,5,4,4,1,1
"V224",8,8,7,7,6,5,3,3,2
"V225",1,1,1,1,1,1,1,1,1
"V226",3,3,3,3,3,2,2,2,2
"V227",1,1,1,1,1,1,1,1,1
"V228",4,4,4,4,4,3,3,3,2
"V229",5,5,5,5,3,2,2,2,2
"V230",6,6,5,5,3,2,2,2,2
"V231",7,7,6,6,5,4,4,1,1
"V232",7,7,6,6,5,4,4,1,1
"V233",10,9,8,7,6,5,3,3,2
"V234",1,1,1,1,1,1,1,1,1
"V235",10,9,8,7,6,5,3,3,2
"V236",7,7,6,6,5,4,4,1,1
"V237",4,4,4,4,4,3,3,3,2
"V238",4,4,4,4,4,3,3,3,2
"V239",3,3,3,3,3,2,2,2,2
"V240",1,1,1,1,1,1,1,1,1
"V241",3,3,3,3,3,2,2,2,2
"V242",1,1,1,1,1,1,1,1,1
"V243",1,1,1,1,1,1,1,1,1
"V244",2,2,2,2,2,1,1,1,1
"V245",7,7,6,6,5,4,4,1,1
"V246",10,9,8,7,6,5,3,3,2
"V247",7,7,6,6,5,4,4,1,1
"V248",7,7,6,6,5,4,4,1,1
"V249",4,4,4,4,4,3,3,3,2
"V250",7,7,6,6,5,4,4,1,1
"V251",7,7,6,6,5,4,4,1,1
"V252",4,4,4,4,4,3,3,3,2
"V253",3,3,3,3,3,2,2,2,2
"V254",4,4,4,4,4,3,3,3,2
"V255",7,7,6,6,5,4,4,1,1
"V256",8,8,7,7,6,5,3,3,2
"V257",2,2,2,2,2,1,1,1,1
"V258",7,7,6,6,5,4,4,1,1
"V259",7,7,6,6,5,4,4,1,1
"V260",7,7,6,6,5,4,4,1,1
"V261",4,4,4,4,4,3,3,3,2
"V262",7,7,6,6,5,4,4,1,1
"V263",1,1,1,1,1,1,1,1,1
"V264",1,1,1,1,1,1,1,1,1
"V265",6,6,5,5,3,2,2,2,2
"V266",8,8,7,7,6,5,3,3,2
"V267",7,7,6,6,5,4,4,1,1
"V268",10,9,8,7,6,5,3,3,2
"V269",3,3,3,3,3,2,2,2,2
"V270",7,7,6,6,5,4,4,1,1
"V271",10,9,8,7,6,5,3,3,2
"V272",7,7,6,6,5,4,4,1,1
"V273",6,6,5,5,3,2,2,2,2
"V274",4,4,4,4,4,3,3,3,2
"V275",4,4,4,4,4,3,3,3,2
"V276",1,1,1,1,1,1,1,1,1
"V277",1,1,1,1,1,1,1,1,1
"V278",7,7,6,6,5,4,4,1,1
"V279",4,4,4,4,4,3,3,3,2
"V280",5,5,5,5,3,2,2,2,2
"V281",9,6,5,5,3,2,2,2,2
"V282",7,7,6,6,5,4,4,1,1
"V283",3,3,3,3,3,2,2,2,2
"V284",1,1,1,1,1,1,1,1,1
"V285",1,1,1,1,1,1,1,1,1
"V286",4,4,4,4,4,3,3,3,2
"V287",6,6,5,5,3,2,2,2,2
"V288",4,4,4,4,4,3,3,3,2
"V289",4,4,4,4,4,3,3,3,2
"V290",3,3,3,3,3,2,2,2,2
"V291",2,2,2,2,2,1,1,1,1
"V292",6,6,5,5,3,2,2,2,2
"V293",2,2,2,2,2,1,1,1,1
"V294",1,1,1,1,1,1,1,1,1
"V295",2,2,2,2,2,1,1,1,1
"V296",4,4,4,4,4,3,3,3,2
"V297",6,6,5,5,3,2,2,2,2
"V298",1,1,1,1,1,1,1,1,1
"V299",1,1,1,1,1,1,1,1,1
"V300",7,7,6,6,5,4,4,1,1
"V301",4,4,4,4,4,3,3,3,2
"V302",2,2,2,2,2,1,1,1,1
"V303",6,6,5,5,3,2,2,2,2
"V304",7,7,6,6,5,4,4,1,1
"V305",3,3,3,3,3,2,2,2,2
"V306",2,2,2,2,2,1,1,1,1
"V307",3,3,3,3,3,2,2,2,2
"V308",10,9,8,7,6,5,3,3,2
"V309",1,1,1,1,1,1,1,1,1
"V310",5,5,5,5,3,2,2,2,2
"V311",9,6,5,5,3,2,2,2,2
"V312",7,7,6,6,5,4,4,1,1
"V313",4,4,4,4,4,3,3,3,2
"V314",7,7,6,6,5,4,4,1,1
"V315",10,9,8,7,6,5,3,3,2
"V316",6,6,5,5,3,2,2,2,2
"V317",3,3,3,3,3,2,2,2,2
"V318",1,1,1,1,1,1,1,1,1
"V319",4,4,4,4,4,3,3,3,2
"V320",1,1,1,1,1,1,1,1,1
"V321",8,8,7,7,6,5,3,3,2
"V322",1,1,1,1,1,1,1,1,1
"V323",1,1,1,1,1,1,1,1,1
"V324",3,3,3,3,3,2,2,2,2
"V325",4,4,4,4,4,3,3,3,2
"V326",3,3,3,3,3,2,2,2,2
"V327",6,6,5,5,3,2,2,2,2
"V328",10,9,8,7,6,5,3,3,2
"V329",4,4,4,4,4,3,3,3,2
"V330",3,3,3,3,3,2,2,2,2
"V331",4,4,4,4,4,3,3,3,2
"V332",1,1,1,1,1,1,1,1,1
"V333",7,7,6,6,5,4,4,1,1
"V334",7,7,6,6,5,4,4,1,1
"V335",4,4,4,4,4,3,3,3,2
"V336",5,5,5,5,3,2,2,2,2
"V337",1,1,1,1,1,1,1,1,1
"V338",10,9,8,7,6,5,3,3,2
"V339",3,3,3,3,3,2,2,2,2
"V340",2,2,2,2,2,1,1,1,1
"V341",3,3,3,3,3,2,2,2,2
"V342",8,8,7,7,6,5,3,3,2
"V343",7,7,6,6,5,4,4,1,1
"V344",1,1,1,1,1,1,1,1,1
"V345",6,6,5,5,3,2,2,2,2
"V346",7,7,6,6,5,4,4,1,1
"V347",3,3,3,3,3,2,2,2,2
"V348",7,7,6,6,5,4,4,1,1
"V349",1,1,1,1,1,1,1,1,1
"V350",1,1,1,1,1,1,1,1,1
"V351",8,8,7,7,6,5,3,3,2
"V352",10,9,8,7,6,5,3,3,2
"V353",4,4,4,4,4,3,3,3,2
"V354",5,5,5,5,3,2,2,2,2
"V355",1,1,1,1,1,1,1,1,1
"V356",1,1,1,1,1,1,1,1,1
"V357",7,7,6,6,5,4,4,1,1
"V358",1,1,1,1,1,1,1,1,1
"V359",7,7,6,6,5,4,4,1,1
"V360",2,2,2,2,2,1,1,1,1
"V361",3,3,3,3,3,2,2,2,2
"V362",3,3,3,3,3,2,2,2,2
"V363",3,3,3,3,3,2,2,2,2
"V364",7,7,6,6,5,4,4,1,1
"V365",4,4,4,4,4,3,3,3,2
"V366",4,4,4,4,4,3,3,3,2
"V367",7,7,6,6,5,4,4,1,1
"V368",2,2,2,2,2,1,1,1,1
"V369",7,7,6,6,5,4,4,1,1
"V370",10,9,8,7,6,5,3,3,2
"V371",7,7,6,6,5,4,4,1,1
"V372",10,9,8,7,6,5,3,3,2
"V373",4,4,4,4,4,3,3,3,2
"V374",1,1,1,1,1,1,1,1,1
"V375",7,7,6,6,5,4,4,1,1
"V376",7,7,6,6,5,4,4,1,1
"V377",4,4,4,4,4,3,3,3,2
"V378",1,1,1,1,1,1,1,1,1
"V379",3,3,3,3,3,2,2,2,2
"V380",1,1,1,1,1,1,1,1,1
"V381",6,6,5,5,3,2,2,2,2
"V382",1,1,1,1,1,1,1,1,1
"V383",9,6,5,5,3,2,2,2,2
"V384",1,1,1,1,1,1,1,1,1
"V385",10,9,8,7,6,5,3,3,2
"V386",4,4,4,4,4,3,3,3,2
"V387",4,4,4,4,4,3,3,3,2
"V388",7,7,6,6,5,4,4,1,1
"V389",4,4,4,4,4,3,3,3,2
"V390",1,1,1,1,1,1,1,1,1
"V391",4,4,4,4,4,3,3,3,2
"V392",1,1,1,1,1,1,1,1,1
"V393",1,1,1,1,1,1,1,1,1
"V394",5,5,5,5,3,2,2,2,2
"V395",5,5,5,5,3,2,2,2,2
"V396",1,1,1,1,1,1,1,1,1
"V397",4,4,4,4,4,3,3,3,2
"V398",7,7,6,6,5,4,4,1,1
"V399",6,6,5,5,3,2,2,2,2
"V400",2,2,2,2,2,1,1,1,1
"V401",9,6,5,5,3,2,2,2,2
"V402",10,9,8,7,6,5,3,3,2
"V403",4,4,4,4,4,3,3,3,2
"V404",4,4,4,4,4,3,3,3,2
"V405",7,7,6,6,5,4,4,1,1
"V406",8,8,7,7,6,5,3,3,2
"V407",10,9,8,7,6,5,3,3,2
"V408",3,3,3,3,3,2,2,2,2
"V409",4,4,4,4,4,3,3,3,2
"V410",7,7,6,6,5,4,4,1,1
"V411",4,4,4,4,4,3,3,3,2
"V412",7,7,6,6,5,4,4,1,1
"V413",2,2,2,2,2,1,1,1,1
"V414",1,1,1,1,1,1,1,1,1
"V415",3,3,3,3,3,2,2,2,2
"V416",3,3,3,3,3,2,2,2,2
"V417",3,3,3,3,3,2,2,2,2
"V418",1,1,1,1,1,1,1,1,1
"V419",7,7,6,6,5,4,4,1,1
"V420",1,1,1,1,1,1,1,1,1
"V421",4,4,4,4,4,3,3,3,2
"V422",8,8,7,7,6,5,3,3,2
"V423",1,1,1,1,1,1,1,1,1
"V424",1,1,1,1,1,1,1,1,1
"V425",8,8,7,7,6,5,3,3,2
"V426",10,9,8,7,6,5,3,3,2
"V427",7,7,6,6,5,4,4,1,1
"V428",1,1,1,1,1,1,1,1,1
"V429",1,1,1,1,1,1,1,1,1
"V430",7,7,6,6,5,4,4,1,1
"V431",4,4,4,4,4,3,3,3,2
"V432",5,5,5,5,3,2,2,2,2
"V433",2,2,2,2,2,1,1,1,1
"V434",4,4,4,4,4,3,3,3,2
"V435",7,7,6,6,5,4,4,1,1
"V436",9,6,5,5,3,2,2,2,2
"V437",4,4,4,4,4,3,3,3,2
"V438",3,3,3,3,3,2,2,2,2
"V439",7,7,6,6,5,4,4,1,1
"V440",1,1,1,1,1,1,1,1,1
"V441",7,7,6,6,5,4,4,1,1
"V442",7,7,6,6,5,4,4,1,1
"V443",5,5,5,5,3,2,2,2,2
"V444",4,4,4,4,4,3,3,3,2
"V445",7,7,6,6,5,4,4,1,1
"V446",10,9,8,7,6,5,3,3,2
"V447",10,9,8,7,6,5,3,3,2
"V448",8,8,7,7,6,5,3,3,2
"V449",10,9,8,7,6,5,3,3,2
"V450",10,9,8,7,6,5,3,3,2
"V451",6,6,5,5,3,2,2,2,2
"V452",4,4,4,4,4,3,3,3,2
"V453",1,1,1,1,1,1,1,1,1
"V454",1,1,1,1,1,1,1,1,1
"V455",7,7,6,6,5,4,4,1,1
"V456",2,2,2,2,2,1,1,1,1
"V457",4,4,4,4,4,3,3,3,2
"V458",4,4,4,4,4,3,3,3,2
"V459",10,9,8,7,6,5,3,3,2
"V460",4,4,4,4,4,3,3,3,2
"V461",7,7,6,6,5,4,4,1,1
"V462",1,1,1,1,1,1,1,1,1
"V463",7,7,6,6,5,4,4,1,1
"V464",8,8,7,7,6,5,3,3,2
"V465",10,9,8,7,6,5,3,3,2
"V466",6,6,5,5,3,2,2,2,2
"V467",4,4,4,4,4,3,3,3,2
"V468",1,1,1,1,1,1,1,1,1
"V469",7,7,6,6,5,4,4,1,1
"V470",8,8,7,7,6,5,3,3,2
"V471",8,8,7,7,6,5,3,3,2
"V472",8,8,7,7,6,5,3,3,2
"V473",6,6,5,5,3,2,2,2,2
"V474",1,1,1,1,1,1,1,1,1
"V475",1,1,1,1,1,1,1,1,1
"V476",7,7,6,6,5,4,4,1,1
"V477",4,4,4,4,4,3,3,3,2
"V478",4,4,4,4,4,3,3,3,2
"V479",5,5,5,5,3,2,2,2,2
"V480",3,3,3,3,3,2,2,2,2
"V481",4,4,4,4,4,3,3,3,2
"V482",7,7,6,6,5,4,4,1,1
"V483",7,7,6,6,5,4,4,1,1
"V484",7,7,6,6,5,4,4,1,1
"V485",7,7,6,6,5,4,4,1,1
"V486",2,2,2,2,2,1,1,1,1
"V487",2,2,2,2,2,1,1,1,1
"V488",1,1,1,1,1,1,1,1,1
"V489",8,8,7,7,6,5,3,3,2
"V490",7,7,6,6,5,4,4,1,1
"V491",7,7,6,6,5,4,4,1,1
"V492",7,7,6,6,5,4,4,1,1
"V493",10,9,8,7,6,5,3,3,2
"V494",1,1,1,1,1,1,1,1,1
"V495",7,7,6,6,5,4,4,1,1
"V496",6,6,5,5,3,2,2,2,2
"V497",7,7,6,6,5,4,4,1,1
"V498",1,1,1,1,1,1,1,1,1
"V499",7,7,6,6,5,4,4,1,1
"V500",1,1,1,1,1,1,1,1,1
"V501",4,4,4,4,4,3,3,3,2
"V502",8,8,7,7,6,5,3,3,2
"V503",1,1,1,1,1,1,1,1,1
"V504",7,7,6,6,5,4,4,1,1
"V505",2,2,2,2,2,1,1,1,1
"V506",10,9,8,7,6,5,3,3,2
"V507",10,9,8,7,6,5,3,3,2
"V508",1,1,1,1,1,1,1,1,1
"V509",8,8,7,7,6,5,3,3,2
"V510",2,2,2,2,2,1,1,1,1
"V511",4,4,4,4,4,3,3,3,2
"V512",1,1,1,1,1,1,1,1,1
"V513",2,2,2,2,2,1,1,1,1
"V514",6,6,5,5,3,2,2,2,2
"V515",6,6,5,5,3,2,2,2,2
"V516",2,2,2,2,2,1,1,1,1
"V517",8,8,7,7,6,5,3,3,2
"V518",6,6,5,5,3,2,2,2,2
"V519",2,2,2,2,2,1,1,1,1
"V520",3,3,3,3,3,2,2,2,2
"V521",6,6,5,5,3,2,2,2,2
"V522",4,4,4,4,4,3,3,3,2
"V523",8,8,7,7,6,5,3,3,2
"V524",4,4,4,4,4,3,3,3,2
"V525",7,7,6,6,5,4,4,1,1
"V526",8,8,7,7,6,5,3,3,2
"V527",7,7,6,6,5,4,4,1,1
"V528",4,4,4,4,4,3,3,3,2
"V529",4,4,4,4,4,3,3,3,2
"V530",10,9,8,7,6,5,3,3,2
"V531",1,1,1,1,1,1,1,1,1
"V532",4,4,4,4,4,3,3,3,2
"V533",2,2,2,2,2,1,1,1,1
"V534",5,5,5,5,3,2,2,2,2
"V535",7,7,6,6,5,4,4,1,1
"V536",6,6,5,5,3,2,2,2,2
"V537",7,7,6,6,5,4,4,1,1
"V538",10,9,8,7,6,5,3,3,2
"V539",1,1,1,1,1,1,1,1,1
"V540",4,4,4,4,4,3,3,3,2
"V541",4,4,4,4,4,3,3,3,2
"V542",4,4,4,4,4,3,3,3,2
"V543",7,7,6,6,5,4,4,1,1
"V544",3,3,3,3,3,2,2,2,2
"V545",8,8,7,7,6,5,3,3,2
"V546",9,6,5,5,3,2,2,2,2
"V547",1,1,1,1,1,1,1,1,1
"V548",1,1,1,1,1,1,1,1,1
"V549",2,2,2,2,2,1,1,1,1
"V550",4,4,4,4,4,3,3,3,2
"V551",3,3,3,3,3,2,2,2,2
"V552",4,4,4,4,4,3,3,3,2
"V553",1,1,1,1,1,1,1,1,1
"V554",1,1,1,1,1,1,1,1,1
"V555",1,1,1,1,1,1,1,1,1
"V556",7,7,6,6,5,4,4,1,1
"V557",7,7,6,6,5,4,4,1,1
"V558",6,6,5,5,3,2,2,2,2
"V559",7,7,6,6,5,4,4,1,1
"V560",8,8,7,7,6,5,3,3,2
"V561",7,7,6,6,5,4,4,1,1
"V562",2,2,2,2,2,1,1,1,1
"V563",10,9,8,7,6,5,3,3,2
"V564",1,1,1,1,1,1,1,1,1
"V565",3,3,3,3,3,2,2,2,2
"V566",2,2,2,2,2,1,1,1,1
"V567",6,6,5,5,3,2,2,2,2
"V568",1,1,1,1,1,1,1,1,1
"V569",8,8,7,7,6,5,3,3,2
"V570",1,1,1,1,1,1,1,1,1
"V571",4,4,4,4,4,3,3,3,2
"V572",3,3,3,3,3,2,2,2,2
"V573",3,3,3,3,3,2,2,2,2
"V574",7,7,6,6,5,4,4,1,1
"V575",2,2,2,2,2,1,1,1,1
"V576",10,9,8,7,6,5,3,3,2
"V577",1,1,1,1,1,1,1,1,1
"V578",2,2,2,2,2,1,1,1,1
"V579",10,9,8,7,6,5,3,3,2
"V580",8,8,7,7,6,5,3,3,2
"V581",4,4,4,4,4,3,3,3,2
"V582",8,8,7,7,6,5,3,3,2
"V583",2,2,2,2,2,1,1,1,1
"V584",7,7,6,6,5,4,4,1,1
"V585",4,4,4,4,4,3,3,3,2
"V586",8,8,7,7,6,5,3,3,2
"V587",1,1,1,1,1,1,1,1,1
"V588",2,2,2,2,2,1,1,1,1
"V589",7,7,6,6,5,4,4,1,1
"V590",2,2,2,2,2,1,1,1,1
"V591",10,9,8,7,6,5,3,3,2
"V592",3,3,3,3,3,2,2,2,2
"V593",3,3,3,3,3,2,2,2,2
"V594",4,4,4,4,4,3,3,3,2
"V595",8,8,7,7,6,5,3,3,2
"V596",7,7,6,6,5,4,4,1,1
"V597",7,7,6,6,5,4,4,1,1
"V598",2,2,2,2,2,1,1,1,1
"V599",2,2,2,2,2,1,1,1,1
"V600",7,7,6,6,5,4,4,1,1
"V601",5,5,5,5,3,2,2,2,2
"V602",1,1,1,1,1,1,1,1,1
"V603",4,4,4,4,4,3,3,3,2
"V604",1,1,1,1,1,1,1,1,1
"V605",3,3,3,3,3,2,2,2,2
"V606",6,6,5,5,3,2,2,2,2
"V607",7,7,6,6,5,4,4,1,1
"V608",10,9,8,7,6,5,3,3,2
"V609",1,1,1,1,1,1,1,1,1
"V610",4,4,4,4,4,3,3,3,2
"V611",6,6,5,5,3,2,2,2,2
"V612",7,7,6,6,5,4,4,1,1
"V613",1,1,1,1,1,1,1,1,1
"V614",10,9,8,7,6,5,3,3,2
"V615",7,7,6,6,5,4,4,1,1
"V616",7,7,6,6,5,4,4,1,1
"V617",1,1,1,1,1,1,1,1,1
"V618",4,4,4,4,4,3,3,3,2
"V619",7,7,6,6,5,4,4,1,1
"V620",8,8,7,7,6,5,3,3,2
"V621",1,1,1,1,1,1,1,1,1
"V622",7,7,6,6,5,4,4,1,1
"V623",1,1,1,1,1,1,1,1,1
"V624",8,8,7,7,6,5,3,3,2
"V625",4,4,4,4,4,3,3,3,2
"V626",7,7,6,6,5,4,4,1,1
"V627",1,1,1,1,1,1,1,1,1
"V628",2,2,2,2,2,1,1,1,1
"V629",7,7,6,6,5,4,4,1,1
"V630",8,8,7,7,6,5,3,3,2
